codi_client,nom,marca,temporada,colleccio_client,seccio_client,familia_client,tipologia,target,construccio,garment_group,garment_type,garment_type_item,size_system,talles_model,talles_flag,talla_base,grading_rule_set,num_talles,num_colors,colors,segons_colors,num_packs,packs,variants,comprador,dissenyador,proveidor_id,proveidor,referencia_proveidor,teixit,composicio,fob_usd,cif,marge,tarifa,srp,mark_up,cost_sms,estat_proto,data_proto,estat_sms,produccio_aprovada,fitxa_mail,design_ready,patronatge_ready,sourcing_ready,enviament_amb_mostra,estat_erp,actiu,watchpoints
L27SB0101,MARINADA,LOSAN,SS27,TEEN BOY,T-SHIRT,PACIFIC WAVES,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,REEF,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000005,FLORESCENT APPARELS LTD.,400000003,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2,,,5.18,12.95,2.5,3,,,,,false,true,true,false,false,Borrador,true,
L27SB0102,SOLANO,LOSAN,SS27,TEEN BOY,T-SHIRT,PACIFIC WAVES,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,WHITE,,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000005,FLORESCENT APPARELS LTD.,400000005,01SJ028 SLUB SINGLE JERSEY,100%COTTON 160GRS,2,,,5.18,12.95,2.5,3,,,,,false,true,true,false,false,Borrador,true,
L27SB0103,BRISA,LOSAN,SS27,TEEN BOY,T-SHIRT,PACIFIC WAVES,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,MEDITERRANEAN BLUE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000005,FLORESCENT APPARELS LTD.,400000003,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2,,,5.98,14.95,2.5,3,,,,,false,true,true,false,false,Borrador,true,
L27SB0104,ALISIO,LOSAN,SS27,TEEN BOY,T-SHIRT,PACIFIC WAVES,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,WHITE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000005,FLORESCENT APPARELS LTD.,400000005,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,1.95,,,4.38,10.95,2.5,2.93,,,,,false,true,true,false,false,Borrador,true,
L27SB0105,ZEFIRO,LOSAN,SS27,TEEN BOY,T-SHIRT,PACIFIC WAVES,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,2,LIME || REEF,MINT || INDIGO,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000005,FLORESCENT APPARELS LTD.,400000003,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,1.95,,,3.18,7.95,2.5,2.93,,,,,false,true,true,false,false,Borrador,true,
L27SB0106,SOUL,LOSAN,SS27,TEEN BOY,T-SHIRT,RACING SOCIETY,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,2,POPPY RED,STEEL GREY,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.3,,,3.98,9.95,2.5,3.45,,,,,false,true,true,false,false,Borrador,true,
L27SB0107,DISCOVER,LOSAN,SS27,TEEN BOY,T-SHIRT,DESTINATION ADRENALINE,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,2,ULTRAMARINE BLUE,DEEP GREY || AQUA GREEN,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,1.94,,,3.58,8.95,2.5,2.91,,,,,false,true,true,false,false,Borrador,true,
L27SB0108,PARADISE,LOSAN,SS27,TEEN BOY,T-SHIRT,VINTAGE SURF,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,2,SWIMMING POOL,ULTRAMARINE BLUE || DEEP GREY,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,1.75,,,2.78,6.95,2.5,2.63,,,,,false,true,true,false,false,Borrador,true,
L27SB0109,SKY,LOSAN,SS27,TEEN BOY,T-SHIRT,SUMMER TOUR,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,2,APRICOT,OFF WHITE || POPPY RED,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,1.9,,,3.58,8.95,2.5,2.85,,,,,false,true,true,false,false,Borrador,true,
L27SB0110,PARANA,LOSAN,SS27,TEEN BOY,T-SHIRT,CHIRINGUITO FOREVER,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,2,POPPY RED || WHITE,FLAG GREEN || OCEAN BLUE,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.9,,,4.78,11.95,2.5,4.35,,,,,false,true,true,false,false,Borrador,true,
L27SB0111,NIGER,LOSAN,SS27,TEEN BOY,T-SHIRT,CHIRINGUITO FOREVER,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,ULTRAMARINE BLUE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.9,,,5.18,12.95,2.5,4.35,,,,,false,true,true,false,false,Borrador,true,
L27SB0112,BIOBIO,LOSAN,SS27,TEEN BOY,T-SHIRT,CHIRINGUITO FOREVER,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,FLAG GREEN,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ028 SLUB SINGLE JERSEY,100%COTTON 160GRS,3.3,,,6.38,15.95,2.5,4.95,,,,,false,true,true,false,false,Borrador,true,
L27SB0113,RALLY,LOSAN,SS27,TEEN BOY,T-SHIRT,RACING SOCIETY,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,WHITE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.16,,,5.98,14.95,2.5,3.24,,,,,false,true,true,false,false,Borrador,true,
L27SB0114,TIGRIS,LOSAN,SS27,TEEN BOY,T-SHIRT,OASIS,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,MOSS,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.9,,,5.18,12.95,2.5,4.35,,,,,false,true,true,false,false,Borrador,true,
L27SB0115,FURY,LOSAN,SS27,TEEN BOY,T-SHIRT,RACING SOCIETY,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,SURF BLUE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.17,,,6.78,16.95,2.5,3.26,,,,,false,true,true,false,false,Borrador,true,
L27SB0116,AMUR,LOSAN,SS27,TEEN BOY,T-SHIRT,OASIS,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,MIST BLUE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ028 SLUB SINGLE JERSEY,100%COTTON 160GRS,2.95,,,6.38,15.95,2.5,4.43,,,,,false,true,true,false,false,Borrador,true,
L27SB0117,RACING,LOSAN,SS27,TEEN BOY,T-SHIRT,RACING SOCIETY,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,POPPY RED,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.08,,,7.18,17.95,2.5,3.12,,,,,false,true,true,false,false,Borrador,true,
L27SB0118,INVERFEST,LOSAN,SS27,TEEN BOY,T-SHIRT,SUMMER TOUR,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,ASPHALT,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ007 SINGLE JERSEY,100% COTTON 160 GRS,3.03,,,7.18,17.95,2.5,4.55,,,,,false,true,true,false,false,Borrador,true,
L27SB0119,AZKENA,LOSAN,SS27,TEEN BOY,T-SHIRT,SUMMER TOUR,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,BOTTLE GREEN,MOUSSE BROWN,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ028 SLUB SINGLE JERSEY,100% COTTON 160 GRS,2.23,,,6.38,15.95,2.5,3.35,,,,,false,true,true,false,false,Borrador,true,
L27SB0120,EXPLORE,LOSAN,SS27,TEEN BOY,T-SHIRT,CAMISETAS,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,2,AQUARELLE BLUE || PASTEL LIME,ELM GREEN || TANGERINE,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000063,"PULLMAN KNITWEAR, LTD",,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,,,,4.38,10.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SB0121,FANGIO,LOSAN,SS27,TEEN BOY,T-SHIRT,CAMISETAS,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,2,POPPY RED || INDIA BLUE,BLUE-GREY || WHITE,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000063,"PULLMAN KNITWEAR, LTD",,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,,,,4.38,10.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SB0122,KITE,LOSAN,SS27,TEEN BOY,T-SHIRT,CAMISETAS,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,2,BANANA || DEEP GREY,POPPY RED || ULTRAMARINE BLUE,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000063,"PULLMAN KNITWEAR, LTD",,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,,,,3.98,9.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SB0123,JUMP,LOSAN,SS27,TEEN BOY,T-SHIRT,DESTINATION ADRENALINE,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,TURQUOISE,PEARL GREY,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.1,,,4.78,11.95,2.5,3.15,,,,,false,true,true,false,false,Borrador,true,
L27SB0124,SMASH,LOSAN,SS27,TEEN BOY,T-SHIRT,DESTINATION ADRENALINE,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,WHITE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ028 SLUB SINGLE JERSEY,100%COTTON 160GRS,2.12,,,5.18,12.95,2.5,3.18,,,,,false,true,true,false,false,Borrador,true,
L27SB0125,STOKED,LOSAN,SS27,TEEN BOY,T-SHIRT,DESTINATION ADRENALINE,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,BANANA,ASPHALT,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.21,,,5.98,14.95,2.5,3.32,,,,,false,true,true,false,false,Borrador,true,
L27SB0126,JAMBO,LOSAN,SS27,TEEN BOY,T-SHIRT,SAFARI DAYS,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,LIGHT SAND,,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000016,PALASH APPARELS LTD.,,01SJ028 SLUB SINGLE JERSEY,100%COTTON 160GRS,,,,5.98,14.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SB0127,COACHELLA,LOSAN,SS27,TEEN BOY,T-SHIRT,SUMMER TOUR,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,FLAN,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,2.35,,,6.78,16.95,2.5,3.53,,,,,false,true,true,false,false,Borrador,true,
L27SB0128,URBAN,LOSAN,SS27,TEEN BOY,T-SHIRT,CAMISETAS,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,2,ASPHALT || WHITE,LIME || STEEL BLUE,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000063,"PULLMAN KNITWEAR, LTD",,01SJ007 SINGLE JERSEY,100%COTTON 160GRS,,,,5.98,14.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SB0129,SIWA,LOSAN,SS27,TEEN BOY,T-SHIRT,SAFARI DAYS,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,2,BISCUIT || TANGERINE,SWIMMING POOL || MIST GREEN,1,PACK 5 (08-16),12,ALBERT PARREÑO,,400000063,"PULLMAN KNITWEAR, LTD",,01SJ007 SINGLE JERSEY,100% COTTON 160 GR,,,,3.98,9.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SB0130,HARBOR,LOSAN,SS27,TEEN BOY,T-SHIRT,VINTAGE SURF,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,LIGHT SAND,,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ028 SLUB SINGLE JERSEY,100%COTTON 160GRS,2.9,,,5.18,12.95,2.5,4.35,,,,,false,true,true,false,false,Borrador,true,
L27SB0131,MANAWA,LOSAN,SS27,TEEN BOY,T-SHIRT,VINTAGE SURF,Refresh,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,SWIMMING POOL,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000016,PALASH APPARELS LTD.,,01SJ028 SLUB SINGLE JERSEY,100% CO. - 160 GR.,,,,6.38,15.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SB0132,ILUSTRADA,LOSAN,SS27,TEEN BOY,T-SHIRT,CHIRINGUITO FOREVER,,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,t_shirt,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,WHITE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,SINGLE JERSEY 01SJ007,100% COTTON,,,,5.18,12.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SB0201,INDO,LOSAN,SS27,TEEN BOY,POLO,OASIS,Newness,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,polo,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,MIST BLUE,WHITE CREAM,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ009 SINGLE JERSEY,100%COTTON 180GRS,3.95,,,5.98,14.95,2.5,5.93,,,,,false,true,true,false,false,Borrador,true,
L27SB0202,COTA,LOSAN,SS27,TEEN BOY,POLO,RACING SOCIETY,Newness,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,polo,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,INDIA BLUE,WHITE,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ009 SINGLE JERSEY,100%COTTON 180GR.,3.63,,,7.18,17.95,2.5,5.45,,,,,false,true,true,false,false,Borrador,true,
L27SB0203,SOTAVENTO,LOSAN,SS27,TEEN BOY,POLO,VINTAGE SURF,Newness,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,polo,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,TANGERINE,ELM GREEN,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ009 SINGLE JERSEY,100%COTTON 180GR.,3.46,,,5.98,14.95,2.5,5.19,,,,,false,true,true,false,false,Borrador,true,
L27SB0204,TANZANIA,LOSAN,SS27,TEEN BOY,POLO,SAFARI DAYS,Newness,TEEN_BOY,KNIT,TOPS,JERSEY_TOPS,polo,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,APRICOT,STEEL GREY,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000016,PALASH APPARELS LTD.,,01SJ028 SLUB SINGLE JERSEY,100%COTTON 160GRS,,,,7.98,19.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SB0301,TANA,LOSAN,SS27,TEEN BOY,SHIRT,OASIS,Refresh,TEEN_BOY,WOVEN,TOPS,BUTTONED_TOPS,shirt_woven,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Shirts,5,1,GREEN TEA,,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000034,THE SHANIN CORPORATION LTD.,,Y2LN020 YARN DYE STRIPED,55% LINEN 45% COTTON,,,,11.98,29.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SB0302,NEVA,LOSAN,SS27,TEEN BOY,SHIRT,VINTAGE SURF,Newness,TEEN_BOY,WOVEN,TOPS,BUTTONED_TOPS,shirt_woven,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Shirts,5,1,LIGHT SAND,,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000014,MMM APPARELS LTD,,02SP006 SPECIAL COTTON JACQUARD,100%COTTON,4.64,,,7.98,19.95,2.5,6.96,,,,,false,true,true,false,false,Borrador,true,
L27SB0303,MARA,LOSAN,SS27,TEEN BOY,SHIRT,OASIS,Refresh,TEEN_BOY,WOVEN,TOPS,BUTTONED_TOPS,shirt_woven,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Shirts,5,,WHITE CREAM,,1,PACK 5 (08-16),,SYLVIE MARQUES,,400000035,WEIFANG HENGCHANG TEXTILECLOTHES CO,,02VO059 RUSTIK VOILE,100%COTTON,4.9,,,9.98,24.95,2.5,9.8,,,,,false,true,true,false,false,Borrador,true,
L27SB0304,HAKUNA,LOSAN,SS27,TEEN BOY,SHIRT,SAFARI DAYS,Refresh,TEEN_BOY,WOVEN,TOPS,BUTTONED_TOPS,shirt_woven,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Shirts,5,1,LIGHT SAND,,1,PACK 5 (08-16),6,SYLVIE MARQUES,,400000001,ASPIRATIONS INTERNATIONAL,,SLUB POPLIN,59%COTTON 41%VISCOSE,5.9,,,9.98,24.95,2.5,8.85,,,,,false,true,true,false,false,Borrador,true,
L27SB0501,COMTE,LOSAN,SS27,TEEN BOY,SWEATSHIRT,OASIS,Refresh,TEEN_BOY,KNIT,TOPS,SWEATSHIRTS_MIDLAYERS,hoodie,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,BEIGE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01FL223 NO BRUSHED FLEECE,70% CO. 30% PL. - 280GR.,4.46,,,7.98,19.95,2.5,6.69,,,,,false,true,true,false,false,Borrador,true,
L27SB0502,SONAR,LOSAN,SS27,TEEN BOY,SWEATSHIRT,SUMMER TOUR,Refresh,TEEN_BOY,KNIT,TOPS,SWEATSHIRTS_MIDLAYERS,hoodie,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,APRICOT,ASPHALT,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01FL223 NO BRUSHED FLEECE,70% CO. 30% PL. - 280GR.,4.15,,,7.18,17.95,2.5,6.23,,,,,false,true,true,false,true,Borrador,true,
L27SB0503,MONTMELO,LOSAN,SS27,TEEN BOY,SWEATSHIRT,RACING SOCIETY,Refresh,TEEN_BOY,KNIT,TOPS,SWEATSHIRTS_MIDLAYERS,hoodie,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,INDIA BLUE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01FL223 NO BRUSHED FLEECE,70% CO. 30% PL. - 280GR.,6.39,,,9.98,24.95,2.5,9.59,,,,,false,true,true,false,false,Borrador,true,
L27SB0504,DECK,LOSAN,SS27,TEEN BOY,SWEATSHIRT,VINTAGE SURF,Refresh,TEEN_BOY,KNIT,TOPS,SWEATSHIRTS_MIDLAYERS,hoodie,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,,BISTRE BROWN,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01FL223 NO BRUSHED FLEECE,70% CO. 30% PL. - 280GR.,6.72,,,9.18,22.95,2.5,10.08,,,,,false,true,true,false,false,Borrador,true,
L27SB0505,GRAVITY,LOSAN,SS27,TEEN BOY,SWEATSHIRT,DESTINATION ADRENALINE,Refresh,TEEN_BOY,KNIT,TOPS,SWEATSHIRTS_MIDLAYERS,hoodie,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Knit — Tops,5,1,BANANA,DEEP GREY,1,PACK 5 (08-16),6,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01FL223 NO BRUSHED FLEECE,70%COTTON 30%PT,7.05,,,9.98,24.95,2.5,10.58,,,,,false,true,true,false,false,Borrador,true,
L27SB0601,DANUBIO,LOSAN,SS27,TEEN BOY,OUTERWEAR,RACING SOCIETY,Newness,TEEN_BOY,WOVEN,OUTERWEAR,STRUCTURED_JACKETS,casual_jacket,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,,5,,INDIA BLUE,,1,PACK 5 (08-16),,SYLVIE MARQUES,,400000038,"WEIFANG XINHUALI CLOTHING CO .,LTD",,02NY100 MATT & THIN NYLON,100 % POLYESTER,7.2,,,13.18,32.95,2.5,10.8,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
L27SB0602,MOGAN,LOSAN,SS27,TEEN BOY,OUTERWEAR,OASIS,Refresh,TEEN_BOY,WOVEN,OUTERWEAR,STRUCTURED_JACKETS,casual_jacket,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,,5,,BEIGE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000029,SOURCE INTERNATIONAL,,02TW1092 TWILL,100% COTTON,9.1,,,15.98,39.95,2.5,13.65,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
L27SB0901,SUZUKA,LOSAN,SS27,TEEN BOY,PANT,RACING SOCIETY,Refresh,TEEN_BOY,WOVEN,BOTTOMS,TAILORED_PANTS,trousers,YOUTH_BOY_LOS_01,8; 10; 12; 14; 16,COMPLET,8,LOS Teen Boy Woven — Bottoms,5,,INDIA BLUE,,1,PACK 5 (08-16),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01FL223 NO BRUSHED FLEECE,"70% CO., 30% PL. 280GRS",5.05,,,7.18,17.95,2.5,7.58,,,,,false,true,true,false,false,Borrador,true,
