codi_client,nom,marca,temporada,colleccio_client,seccio_client,familia_client,tipologia,target,construccio,garment_group,garment_type,garment_type_item,size_system,talles_model,talles_flag,talla_base,grading_rule_set,num_talles,num_colors,colors,segons_colors,num_packs,packs,variants,comprador,dissenyador,proveidor_id,proveidor,referencia_proveidor,teixit,composicio,fob_usd,cif,marge,tarifa,srp,mark_up,cost_sms,estat_proto,data_proto,estat_sms,produccio_aprovada,fitxa_mail,design_ready,patronatge_ready,sourcing_ready,enviament_amb_mostra,estat_erp,actiu,watchpoints
L27SKG0303,KIARA,LOSAN,SS27,KIDS GIRL,SHIRT,WILD,Refresh,KID_GIRL,WOVEN,TOPS,BUTTONED_TOPS,blouse,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,,9,,OASIS LIGHT BLUE,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000031,SUMAN OVERSEAS,400000031,02VO010 VOILE VISCOSE,100% VISCOSE 110 GR.,3.47,,,7.18,17.95,2.5,6.94,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
L27SKG0304,CERECITA,LOSAN,SS27,KIDS GIRL,SHIRT,CHERRIES,Refresh,KID_GIRL,WOVEN,TOPS,BUTTONED_TOPS,blouse,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,,9,,LIGHT SAND,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000065,"KAIERHAI TEXTILE GARMENTS CO.,LTD",,SPECIAL COTTON (FROM KAIERHAI),100% COTTON,4,4.25,51.6,8.78,21.95,2.5,6,,,,,false,false,false,false,false,Borrador,true,PENDING_GRADING · MARCADORS_ERP_FILTRATS:10|12
L27SKG0401,TROPEZ,LOSAN,SS27,KIDS GIRL,KNITWEAR,MEDITERRANEAN,Refresh,KID_GIRL,KNIT,TOPS,KNIT_SWEATERS,sweater,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl Knit — Tops,9,,WHITE,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000055,OCEAN SWEATER IND. (PVT.) LDT,,50% COTTON 50% ACRILICO 7 GG,50% COTTON 50% ACRILICO 7 GG,5.75,,,9.98,24.95,2.5,11.5,,,,,false,true,true,false,false,Borrador,true,
L27SKG0402,DIANA,LOSAN,SS27,KIDS GIRL,KNITWEAR,SPRING CHIC,Refresh,KID_GIRL,KNIT,TOPS,KNIT_SWEATERS,sweater,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl Knit — Tops,9,1,LIGHT MAUVE,WHITE,1,PACK 6 (02-07),10,SYLVIE MARQUES,,400000046,"JIANHUI FASHION CO., LTD",400000046,01TR011 TRICOT,80% COTTON 20% POLYAMIDE 12GG.,,,,9.98,24.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SKG0403,ISLETA,LOSAN,SS27,KIDS GIRL,KNITWEAR,SURF CLUB,Refresh,KID_GIRL,KNIT,TOPS,KNIT_SWEATERS,sweater,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl Knit — Tops,9,,OFF WHITE,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000041,ZANN SOURCING & FASHION LIMITED,,Y1TR1035 TRICOT YD,100% COTTON,,,,8.78,21.95,2.5,,,,,,false,true,false,false,false,Borrador,true,MARCADORS_ERP_FILTRATS:10|12
L27SKG0501,ALBA,LOSAN,SS27,KIDS GIRL,SWEATSHIRT,NEW CONCEPT,Refresh,KID_GIRL,KNIT,TOPS,SWEATSHIRTS_MIDLAYERS,hoodie,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl Knit — Tops,9,1,ECRU,SALMON,1,PACK 6 (02-07),10,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01FL759 NO BRUSHED FLEECE,70% COTTON 30% POLYESTER 260 GR.,2.62,,,5.18,12.95,2.5,3.93,,,,,false,true,true,false,false,Borrador,true,
L27SKG0502,EFÍMERA,LOSAN,SS27,KIDS GIRL,SWEATSHIRT,NEW CONCEPT,Refresh,KID_GIRL,KNIT,TOPS,SWEATSHIRTS_MIDLAYERS,hoodie,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl Knit — Tops,9,,SALMON,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01FL759 NO BRUSHED FLEECE (HOOD LINING IN SINGLE JERSEY),70% COTTON 30% POLYESTER 260 GR.,4,,,7.98,19.95,2.5,6,,,,,false,true,true,false,false,Borrador,true,
L27SKG0503,PERFUME,LOSAN,SS27,KIDS GIRL,SWEATSHIRT,SUNSHINE,Refresh,KID_GIRL,KNIT,TOPS,SWEATSHIRTS_MIDLAYERS,hoodie,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl Knit — Tops,9,,SOFT AMETHYST,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01FL759 NO BRUSHED FLEECE,70% COTTON 30% POLYESTER 260 GR.,3.68,,,6.38,15.95,2.5,5.52,,,,,false,true,true,false,false,Borrador,true,
L27SKG0504,GALAXIA,LOSAN,SS27,KIDS GIRL,SWEATSHIRT,STAR GIRL,Refresh,KID_GIRL,KNIT,TOPS,SWEATSHIRTS_MIDLAYERS,hoodie,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl Knit — Tops,9,,BLEACHED PINK,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000009,KAPPA FASHION WEAR LTD.,,01FL759 NO BRUSHED FLEECE,70% COTTON 30% POLYESTER 260 GR.,,,,7.18,17.95,2.5,,,,,,false,true,true,false,false,Borrador,true,
L27SKG0601,BRISA,LOSAN,SS27,KIDS GIRL,OUTERWEAR,NEW CONCEPT,Refresh,KID_GIRL,WOVEN,OUTERWEAR,STRUCTURED_JACKETS,casual_jacket,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,,9,,SALMON,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000047,"WEIFANG MAOYUAN GARMENT CO,LTD.",400000047,02NY055 POLYESTER MULTIFILAMENT (BODY LINING: 01SJ007 SINGLE JERSEY) (SLEEVES LINING: 02NY070 NYLON 210T),"100% POLYESTER (BODY LINING: 100% COTTON, 160 GR.) (SLEEVES LINING: 100% POLYESTER)",5.7,6.05,49.5,11.98,29.95,2.5,11.4,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
L27SKG0602,FLORES,LOSAN,SS27,KIDS GIRL,OUTERWEAR,SUNSHINE,Refresh,KID_GIRL,WOVEN,OUTERWEAR,STRUCTURED_JACKETS,casual_jacket,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,,9,,OFF WHITE,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000047,"WEIFANG MAOYUAN GARMENT CO,LTD.",400000047,NYLON (BODY LINING: 01SJ007 SINGLE JERSEY) (SLEEVE LINING: 02NY070 NYLON 210T),100% POLYESTER (BODY LINING: 100% COT. 160GR.) (SLEEVE LINING: 100% POLYESTER),5.7,6.05,49.5,11.98,29.95,2.5,11.4,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
L27SKG0603,VALERIA,LOSAN,SS27,KIDS GIRL,OUTERWEAR,FEEL,Refresh,KID_GIRL,WOVEN,OUTERWEAR,STRUCTURED_JACKETS,casual_jacket,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,,9,,LIGHT DENIM,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000030,STYLERS PLUS (PVT) LIMITED,,02DE190 DENIM,100% COTTON,,,,12.78,31.95,2.5,,,,,,false,true,true,false,false,Borrador,true,PENDING_GRADING
L27SKG0701,AÉREA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,NEW CONCEPT,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,ECRU,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ016 SLUB SINGLE JERSEY,100% COTTON 180 GR.,2.1,,,5.18,12.95,2.5,3.15,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0702,PRADERA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,SUNSHINE,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,OFF WHITE,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000003,EUROTEX FASHION LIMITED,,01SJ016 SLUB SINGLE JERSEY,100% COTTON 180 GR.,2.35,,,5.18,12.95,2.5,3.53,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0703,COSTA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,MEDITERRANEAN,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,LAVENDER BLUE,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000016,PALASH APPARELS LTD.,,01SJ028 SLUB SINGLE JERSEY // (02VO004 VOILE LINING),100% COTTON 160GR. // (100% COTTON),,,,9.18,22.95,2.5,,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0704,CALA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,MEDITERRANEAN,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,SKY BLUE,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000014,MMM APPARELS LTD,400000014,02LN1015 LINEN VISCOSE,55% LINEN 45% VISCOSE,7.9,,,13.18,32.95,2.5,11.85,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0705,MARINA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,MEDITERRANEAN,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,WHITE,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000058,MEHUL EXPORTS,,02VO004 VOILE MUESTRA ORIGINAL EAST WEST,100% COTTON 65 GR.,6.25,6.41,54.15,13.98,34.95,2.5,9.38,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0706,LAVANDA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,SPRING CHIC,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,MAUVE,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000019,PDS LIMITED,400000019,02BM004 BAMBULA,100% POLYESTER,5.25,5.39,59.11,13.18,32.95,2.5,7.88,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0707,PROVENZA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,SPRING CHIC,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,LIGHT MAUVE,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000023,RAKHEJA ENTERPRISES LLP,,02BM003 POLYCHIFON BAMBULA // 02VO004 VOILE (LINING),100% POLYESTER // 100% COTTON,5.5,5.39,55.01,11.98,29.95,2.5,11,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0708,SERENA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,SPRING CHIC,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,LIGHT MAUVE,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000001,ASPIRATIONS INTERNATIONAL,,02VO1068 VOILE WITH LUREX // 02VO004 VOILE LINING,"99% VISCOSE, 1% PEM - 79GR. // 100% COTTON 65GR.",7.2,,,13.98,34.95,2.5,10.8,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0709,ROCÍO,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,SPRING CHIC,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,WHITE,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000050,"WEIFANG QILI TRADING, CO., LTD",,02PO012 POPLIN // 02VO004 VOILE // 01MS002 TULLE,100% COTTON 160X96/80X80 // 100% COTTON 65GR. //100% POLYESTER,7.4,,,14.78,36.95,2.5,14.8,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0710,VIOLETA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,SPRING CHIC,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,SILVER,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000025,"SHAOXING TONGSHENG GARMENTS CO.,LTD",400000025,01MS1005 FANTASY TULLE WITH SILVER // 01SJ1086 S. JERSEY LINING,"88% POLYAMIDE, 7% METALLIC THREAD, 5% OTHER MATERIALS //100% POLYESTER 95GR.",5.6,,,13.98,34.95,2.5,8.4,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0711,AMELIA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,FEEL,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,HIBISCUS,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000031,SUMAN OVERSEAS,400000031,02VO010 VOILE VISCOSE,100% VISCOSE 110 GR.,4.06,,,9.18,22.95,2.5,8.12,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0712,RENATA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,FEEL,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,CORAL PINK,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000050,"WEIFANG QILI TRADING, CO., LTD",,WASHED POPLIN (LINING IN VOILE 02VO004),100% COTTON,7.5,,,13.98,34.95,2.5,15,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0713,JULIETA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,FEEL,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,LIGHT DENIM,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000038,"WEIFANG XINHUALI CLOTHING CO .,LTD",,02DE1077 CHAMBRAY,100% COTTON 145 GR.,5.3,,,11.98,29.95,2.5,7.95,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0714,LIBRA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,STAR GIRL,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,BLEACHED PINK,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000009,KAPPA FASHION WEAR LTD.,,01SJ007 SINGLE JERSEY,100% COTTON,,,,4.78,11.95,2.5,,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0715,CARINA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,STAR GIRL,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,PASTEL PINK,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000031,SUMAN OVERSEAS,400000031,02VO010 VOILE VISCOSE,100% VISCOSE 110 GR.,4.35,,,9.18,22.95,2.5,8.7,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0716,LEO,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,WILD,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,OASIS LIGHT BLUE,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000031,SUMAN OVERSEAS,400000031,02VO010 VOILE VISCOSE,100% VISCOSE 110 GR.,3.4,,,9.18,22.95,2.5,6.8,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0717,SORAYA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,WILD,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,1,WHITE,OASIS LIGHT BLUE,1,PACK 6 (02-07),10,SYLVIE MARQUES,,400000020,PERMESHWAR FASHION IMPEX PVT LTD,400000015,02VO004 VOILE,100% COTTON 65 GR.,6.7,6.87,57.01,15.98,39.95,2.5,10.05,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0718,AISHA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,WILD,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,BREEZE,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000005,FLORESCENT APPARELS LTD.,,01SJ028 SLUB SINGLE JERSEY,100% COTTON 160 GR.,2.25,,,5.98,14.95,2.5,3.38,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR
L27SKG0719,CEREZA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,CHERRIES,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,LIGHT SAND,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000065,"KAIERHAI TEXTILE GARMENTS CO.,LTD",,SPECIAL COTTON (FROM KAIERHAI),100% COTTON,5.5,5.84,47.77,11.18,27.95,2.5,8.25,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
L27SKG0720,BLOSSOM,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,CHERRIES,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,LIGHT DENIM,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000038,"WEIFANG XINHUALI CLOTHING CO .,LTD",,02DE1077 CHAMBRAY,100% COTTON 145 GR.,5.1,,,11.98,29.95,2.5,7.65,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
L27SKG0721,PRUNUS,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,CHERRIES,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,AMBER,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000005,FLORESCENT APPARELS LTD.,,01SJ016 SINGLE JERSEY SLUB,100% COTTON 180 GR,2.55,,,5.98,14.95,2.5,3.83,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
L27SKG0722,PICOTA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,CHERRIES,Newness,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,OFF WHITE,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000005,FLORESCENT APPARELS LTD.,,RIB RIB 4X2,95% COTTON 5% ELASTHANNE 230 GR,2.7,,,5.98,14.95,2.5,4.05,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
L27SKG0723,CONCHITA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,SURF CLUB,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,PEONY,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000016,PALASH APPARELS LTD.,,01SJ007 SINGLE JERSEY,100% COTTON 160 GR,,,,5.98,14.95,2.5,,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
L27SKG0724,MARINETA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,SURF CLUB,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,OFF WHITE,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000016,PALASH APPARELS LTD.,,01SJ016 S.JERSEY SLUB.,100%COTTON 180GR.,,,,5.98,14.95,2.5,,,,,,false,true,false,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
L27SKG0725,FLOR,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,SUNSHINE,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,1,SOFT CORAL,SOFT AMETHYST,1,PACK 6 (02-07),12,SYLVIE MARQUES,,400000031,SUMAN OVERSEAS,,02VO010 VOILE VISCOSE,100%VISCOSE 110GR.,4.35,,,9.18,22.95,2.5,8.7,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
L27SKG0726,PAPILLON,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,NEW CONCEPT,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,LIGHT SALMON,,1,PACK 6 (02-07),,SYLVIE MARQUES,,400000031,SUMAN OVERSEAS,,02VO010 VOILE VISCOSE,100%VISCOSE 110GR.,4.35,,,9.18,22.95,2.5,8.7,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
L27SKG0727,BAGHEERA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,JUNGLE,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,,OFF WHITE,,1,PACK 6 (02-07),,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ007 SINGLE JERSEY,100% COTTON 160 GR,3.5,,,4.78,11.95,2.5,5.25,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
L27SKG0728,OSTRA,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,SEASHELL,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,1,SALMON,LAVENDER BLUE,1,PACK 6 (02-07),12,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ007 SINGLE JERSEY,100% COTTON 160 GR,3.4,,,4.78,11.95,2.5,5.1,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
L27SKG0729,BEAUTIFUL,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,FLOWERS,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,1,CARIBBEAN SEA,BUBBLEGUM,1,PACK 6 (02-07),12,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ007 SINGLE JERSEY,100% COTTON 160 GR,3.4,,,5.18,12.95,2.5,5.1,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
L27SKG0730,HONOLULU,LOSAN,SS27,KIDS GIRL,DRESS & OVERALL,HAWAII,Refresh,KID_GIRL,KNIT,DRESSES,DRESSES,dress_simple,GIRL_LOS_01,2; 3; 4; 5; 6; 7; 8; 9/10; 11/12,COMPLET,2,LOS Kids Girl — Dresses,9,1,GUMMY,LIME,1,PACK 6 (02-07),12,ALBERT PARREÑO,,400000011,LEXEL KNITWEAR LIMITED,,01SJ007 SINGLE JERSEY,100% COTTON 160 GR,3.4,,,5.18,12.95,2.5,5.1,,,,,false,true,true,false,false,Borrador,true,DRESS_VARIANT_PER_CLASSIFICAR · MARCADORS_ERP_FILTRATS:10|12
